ISO	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	Estimates Start After
LCA	St. Lucia	"Inflation, average consumer prices"	"Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]"	Index		Source: National Statistics Office Latest actual data: 2020. Latest data April 2021 Harmonized prices: No Frequency of source data: Monthly Base year: 2008. Base month is January 2008. Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2021	81.52	85.819	85.599	86.485	87.748	91.179	94.429	97.095	102.483	102.323	105.648	108.574	113.11	114.775	118.813	117.644	114.022	114.141	116.865	117.491	115.432	118.347	121.864	2020
LCA	St. Lucia	"Inflation, average consumer prices"	Annual percentages of average consumer prices are year-on-year changes.	Percent change		"See notes for:  Inflation, average consumer prices (Index)."	4.848	5.273	-0.256	1.034	1.46	3.911	3.564	2.823	5.55	-0.157	3.25	2.769	4.178	1.472	3.518	-0.984	-3.079	0.105	2.386	0.536	-1.753	2.525	2.972	2020
LCA	St. Lucia	Unemployment rate	"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]"	Percent of total labor force																										
VCT	St. Vincent and the Grenadines	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"10,067.13"	"10,927.79"	"11,684.44"	"12,134.09"	"13,087.34"	"13,747.32"	"15,182.96"	"16,935.48"	"17,190.11"	"16,666.52"	"16,805.38"	"16,663.00"	"17,060.06"	"17,738.43"	"17,880.60"	"18,542.31"	"18,990.42"	"19,406.24"	"19,854.82"	"20,170.93"	"19,721.73"	"18,771.06"	"20,846.49"	2016
VCT	St. Vincent and the Grenadines	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"3,728.57"	"4,047.33"	"4,327.57"	"4,494.11"	"4,847.16"	"5,091.60"	"5,623.32"	"6,272.40"	"6,366.71"	"6,172.79"	"6,224.22"	"6,171.48"	"6,318.54"	"6,569.79"	"6,622.44"	"6,867.52"	"7,033.49"	"7,187.49"	"7,353.64"	"7,470.71"	"7,304.34"	"6,952.24"	"7,720.92"	2016
VCT	St. Vincent and the Grenadines	"Inflation, average consumer prices"	"Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]"	Index		Source: National Statistics Office Latest actual data: 2020 Harmonized prices: No Frequency of source data: Monthly Base year: 2010. January 2010 = 100. Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2021	75.415	76.439	77.011	77.107	79.308	82.04	84.513	90.424	99.577	99.949	100.7	103.908	106.608	107.467	107.675	105.817	105.65	107.925	110.433	111.433	110.758	112.921	115.344	2020
VCT	St. Vincent and the Grenadines	"Inflation, average consumer prices"	Annual percentages of average consumer prices are year-on-year changes.	Percent change		"See notes for:  Inflation, average consumer prices (Index)."	0.198	1.358	0.749	0.125	2.854	3.444	3.015	6.994	10.122	0.373	0.752	3.186	2.598	0.805	0.194	-1.726	-0.158	2.153	2.324	0.906	-0.606	1.953	2.145	2020
VCT	St. Vincent and the Grenadines	Unemployment rate	"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]"	Percent of total labor force																										
SDN	Sudan	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"1,085.87"	"1,274.56"	"1,460.43"	"1,658.74"	"1,993.45"	"2,427.96"	"2,713.91"	"3,224.95"	"3,554.35"	"3,431.12"	"4,260.56"	"6,401.20"	"6,441.16"	"8,684.81"	"11,818.38"	"13,174.51"	"18,785.88"	"21,257.96"	"32,438.79"	"46,961.44"	"116,633.82"	"342,805.69"	"489,575.20"	2011
SDN	Sudan	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	422.316	492.676	554.652	635.575	772.939	996.677	"1,249.77"	"1,599.60"	"1,700.51"	"1,401.24"	"1,637.42"	"2,034.46"	"1,396.29"	"1,462.58"	"1,628.50"	"1,679.07"	"1,638.51"	"1,172.97"	796.298	776.549	775.635	789.448	809.088	2011
SDN	Sudan	"Inflation, average consumer prices"	"Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]"	Index		Source: National Statistics Office. Central Bureau of Statistics. Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2007 Primary domestic currency: Sudanese pound Data last updated: 08/2021	51.489	52.486	64.151	68.314	74.911	81.283	87.135	99.991	114.287	127.152	143.653	169.649	229.975	313.967	429.842	502.526	591.726	783.159	"1,278.84"	"1,930.97"	"5,083.45"	"14,975.97"	"21,237.33"	2019
SDN	Sudan	"Inflation, average consumer prices"	Annual percentages of average consumer prices are year-on-year changes.	Percent change		"See notes for:  Inflation, average consumer prices (Index)."	7.121	1.935	22.225	6.489	9.658	8.506	7.199	14.754	14.297	11.257	12.978	18.097	35.559	36.522	36.907	16.91	17.75	32.352	63.293	50.994	163.258	194.603	41.809	2019
SDN	Sudan	Unemployment rate	"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]"	Percent of total labor force		"Source: Ministry of Labor and Civil Service and Human Resource Development and staff estimates., World Bank estimates. Latest actual data: 2011 Employment type: Not applicable Primary domestic currency: Sudanese pound Data last updated: 08/2021"	15.2	15	15.9	15.8	16.183	17.01	17.493	16.77	16.04	14.894	13.733	12.033	14.8	15.2	19.8	21.6	20.6	19.6	19.5	22.1	26.83	28.042	27.674	2011
SUR	Suriname	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"3,841.24"	"5,368.82"	"7,217.14"	"9,290.81"	"11,092.19"	"13,114.18"	"15,302.23"	"16,924.35"	"20,083.68"	"21,733.04"	"24,176.19"	"28,661.30"	"32,487.67"	"33,045.29"	"33,140.84"	"30,874.19"	"35,888.02"	"46,097.49"	"50,536.65"	"52,646.35"	"63,652.25"	"96,227.79"	"124,744.41"	2020
SUR	Suriname	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"2,904.55"	"2,464.82"	"3,075.38"	"3,571.56"	"4,057.75"	"4,800.80"	"5,577.12"	"6,165.52"	"7,316.46"	"7,917.32"	"8,806.02"	"8,770.29"	"9,844.75"	"10,013.73"	"10,042.68"	"9,036.35"	"5,761.78"	"6,156.46"	"6,772.07"	"6,662.87"	"4,786.83"	"4,620.40"	"4,759.46"	2020
